collection-date,link-id,vpn-id,service-order.pid,service-order.date-of-provisioning,service-order.service-type,service-order.service-offering,service-order.order-details.service-order-no,service-order.order-details.order-type,stack-type,site-details.location-code,site-details.vendor,site-details.homing-type,primary-link.device,primary-link.interface-type,primary-link.interface-id,primary-link.svlan,primary-link.description,primary-link.ipv4.pe-ipv4-address,primary-link.ipv4.ce-ipv4-address,vrf.vrf-name,vrf.extranet,vrf.maximum-prefixes,vrf.prefixes-threshold,routing.static.ipv4-routes.ipv4-prefixes.network-subnet,routing.static.ipv4-routes.next-hop,routing.maximum-paths.multipath-type,routing.maximum-paths.path-no,qos.policy-type,qos.in-policy-standard,routing,qos.out-policy-standard,service-order.order-details.userid,service-order.order-details.date-of-change,vrf.label-mode,primary-link.mtu,qos.policy-name,qos.direction,qos.flat.mode,qos.flat.default-class-bandwidth,qos.flat.default-class-marking,qos.define-policy,routing.bgp.peer-ipv4,routing.bgp.remote-as,routing.bgp.address-family-ipv4.in-route-policy,routing.bgp.address-family-ipv4.out-route-policy,routing.bgp.local-as.as-number,routing.bgp.local-as.no-prepend,routing.bgp.prefix.maximum,routing.bgp.prefix.threshold,routing.bgp.prefix.warning-only,routing.bgp.local-as.replace-as,site-details.dual-homing.mode,site-details.dual-homing.homing-type,secondary-link.device,secondary-link.interface-id,secondary-link.svlan,secondary-link.ipv4.pe-ipv4-address,secondary-link.ipv4.ce-ipv4-address,routing.bgp.secondary-peer-ipv4,routing.bgp.address-family-ipv4.secondary-in-route-policy,routing.bgp.address-family-ipv4.secondary-out-route-policy,routing.additional-paths,routing.static.ipv4-routes.secondary-next-hop,primary-link.admin-status,secondary-link.admin-status,route-filtering.route-policy.route-policy-name,route-filtering.route-policy.action-type,route-filtering.route-policy.global-action,route-filtering.route-policy.global-set-action.set-community,route-filtering.route-policy.route-policy-actions.condition-type,route-filtering.route-policy.route-policy-actions.action-type,multicast.multicast-site,multicast.multicast-ssm-mapping,multicast.ssm-mapping.ssm-mapping-acl-name,multicast.ssm-mapping.ssm-mapping-group,multicast.igmp.static-groups.group-address,multicast.igmp.static-groups.source-address,vrrp.ipv4-virtual-ip,vrrp.vrrp-id,vrrp.preempt-delay,vrrp.track-interfaces.link-type,vrrp.track-interfaces.track-interface,vrrp.track-interfaces.priority-decrement,vrf.role,site-details.point-of-interconnect,route-filtering.route-policy.global-set-action.set-local-pref,route-filtering.route-policy.global-set-action.set-weight,routing.static.ipv4-routes.ipv4-prefixes.admin-distance,routing.static.ipv4-routes.ipv4-prefixes.secondary-admin-distance,routing.static.ipv4-routes.bfd.minimum-interval,routing.static.ipv4-routes.bfd.multiplier,routing.static.ipv4-routes.secondary-ipv4-route-policy,routing.static.ipv4-routes.ipv4-route-policy,vrf.agg-link-id,vrf.no-hub-import,vrf.additional-running-no,vrf.route-target.rt-value,vrf.route-target.set-rt,routing.advertise-best-external,vrf.spoke-mesh-only
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.8.22,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.8.23,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.10.3,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.10.4,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.10.5,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.10.6,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.10.8,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.10.9,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.10.10,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.10.11,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.10.12,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.10.13,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.15.25,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.15.27,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.15.28,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.15.52,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.16.1,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.16.2,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.16.3,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.16.4,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.16.5,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.16.6,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.16.8,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG017_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5001,1026.0,CLAFEAG017_VDSL_IPTV_MULTICAST,172.16.3.17/30,172.16.3.18,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,239.0.0.0/8,239.0.16.9,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG021_DSL_IPTV_DHCP,IPR30076_IPTV,RID155346,01122020,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5002,1025.0,CLAFEAG021_DSL_IPTV_DHCP,7.240.1.1/24,7.240.1.2,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-multicast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG021_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,01122020,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5002,1026.0,CLAFEAG021_VDSL_IPTV_MULTICAST,172.16.34.9/30,172.16.34.10,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,224.0.23.14/32,224.0.23.14,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG027_DSL_IPTV_DHCP,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5003,1025.0,CLAFEAG027_DSL_IPTV_DHCP,7.240.1.1/24,7.240.1.2,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-multicast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG027_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5003,1026.0,CLAFEAG027_VDSL_IPTV_MULTICAST,172.16.7.29/30,172.16.7.30,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,224.0.23.14/32,224.0.23.14,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG027_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5003,1026.0,CLAFEAG027_VDSL_IPTV_MULTICAST,172.16.7.29/30,172.16.7.30,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,224.0.23.14/32,239.0.1.1,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG027_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5003,1026.0,CLAFEAG027_VDSL_IPTV_MULTICAST,172.16.7.29/30,172.16.7.30,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,224.0.23.14/32,239.0.1.2,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG027_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5003,1026.0,CLAFEAG027_VDSL_IPTV_MULTICAST,172.16.7.29/30,172.16.7.30,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,224.0.23.14/32,239.0.1.3,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG027_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5003,1026.0,CLAFEAG027_VDSL_IPTV_MULTICAST,172.16.7.29/30,172.16.7.30,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,224.0.23.14/32,239.0.1.4,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG027_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5003,1026.0,CLAFEAG027_VDSL_IPTV_MULTICAST,172.16.7.29/30,172.16.7.30,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,224.0.23.14/32,239.0.1.5,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG027_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5003,1026.0,CLAFEAG027_VDSL_IPTV_MULTICAST,172.16.7.29/30,172.16.7.30,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,224.0.23.14/32,239.0.1.6,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG027_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5003,1026.0,CLAFEAG027_VDSL_IPTV_MULTICAST,172.16.7.29/30,172.16.7.30,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,224.0.23.14/32,239.0.1.7,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,IPR30076_IPTV_CLA00633CICU001_CLAFEAG027_VDSL_IPTV_MULTICAST,IPR30076_IPTV,RID155346,05012021,infra,premium,RID155346,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5003,1026.0,CLAFEAG027_VDSL_IPTV_MULTICAST,172.16.7.29/30,172.16.7.30,IPR30076_IPTV,False,40000.0,80.0,,,,,standard,PLDT-FIXED-CB-IPTV-IN,direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tail-end,,iptv-acl,224.0.23.14/32,239.0.2.1,192.168.221.1,,,,,,,,,,,,,,,,,,,,,,,
